Urdu_Idiom,English_Meaning,Best_Match,Similarity,ai_sentence,Idiomatic_Sent,Translation_Instruction,Urdu_Sentence_3.5,Urdu_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
بغل میں چھری منہ میں رام رام,A wolf in sheep's clothing.,a wolf in sheep's clothing,0.9959864616394044,yes,"Despite his friendly demeanor, many soon realized he was a wolf in sheep's clothing, manipulating everyone for his own gain.","'بغل میں چھری منہ میں رام رام' means 'a wolf in sheep's clothing'. Given the above knowledge translate the following sentence to Urdu: 'Despite his friendly demeanor, many soon realized he was a wolf in sheep's clothing, manipulating everyone for his own gain.'",بغل میں چھری ہونے کے باوجود، بہت سے لوگ جلد ہی سمجھ گئے کہ وہ دوسروں کو اپنے فائدے کے لیے متاثر کرنے والا تھا۔,دوستانہ رویے کے باوجود، بہت جلد بہت سے لوگوں نے محسوس کیا کہ وہ بغل میں چھری منہ میں رام رام ہے، جو سب کو اپنے فائدے کے لئے استعمال کر رہا تھا۔,1.0,2.0,1.0,3.0
آدمی اپنے دوستو سے پہچناجاتاہے,A man is known by the company.,company man,0.8519038558006287,yes,"Despite the long hours and the lack of recognition, Mark continued to be a company man, always putting the firm's interests above his own.","'آدمی اپنے دوستو سے پہچناجاتاہے' means 'company man'. Given the above knowledge translate the following sentence to Urdu: 'Despite the long hours and the lack of recognition, Mark continued to be a company man, always putting the firm's interests above his own.'",مارک نے لمبی گھنٹوں اور شناخت کی کمی کے باوجود ، کمپنی کا آدمی بنا رہا ، ہمیشہ اپنے مفاد کے اوپر فرم کے مفاد کو رکھتا۔,لمبے اوقات کار اور عدم شناخت کے باوجود، مارک ہمیشہ ایک وفادار ملازم رہا، جو ہمیشہ کمپنی کے مفادات کو اپنے مفادات سے اوپر رکھتا تھا۔,3.0,3.0,1.0,3.0
اندھا کیا چاہے دو آنکھیں,A wish coming True.,wishful thinking,0.7311354875564575,yes,Thinking I could finish the entire project in one night was just wishful thinking.,'اندھا کیا چاہے دو آنکھیں' means 'wishful thinking'. Given the above knowledge translate the following sentence to Urdu: 'Thinking I could finish the entire project in one night was just wishful thinking.',سوچنا کہ میں پورے پروجیکٹ کو ایک رات میں ختم کرسکتا ہوں صرف اندھوں کی آرزو تھی۔,یہ سوچنا کہ میں پورا منصوبہ ایک رات میں مکمل کر سکتا ہوں، صرف اندھا کیا چاہے دو آنکھیں تھا۔,3.0,2.0,2.0,1.0
اسکی عقل گھاس چرنے کو گئی ہے۔,He has lost his marbles.,lose your marbles,0.8009469509124756,yes,"After working 80 hours this week, I think I'm starting to lose my marbles.","'اسکی عقل گھاس چرنے کو گئی ہے۔' means 'lose your marbles'. Given the above knowledge translate the following sentence to Urdu: 'After working 80 hours this week, I think I'm starting to lose my marbles.'",اس ہفتے 80 گھنٹے کام کرنے کے بعد، مجھے لگتا ہے کہ میری عقل گھاس چرنے لگی ہے۔,اس ہفتے 80 گھنٹے کام کرنے کے بعد، مجھے لگتا ہے کہ میری عقل گھاس چرنے کو جا رہی ہے۔,3.0,3.0,3.0,2.0
انگور کھٹے ہیں,Grapes are sour.,sour grapes,0.9142628908157348,yes,"After losing the race, he dismissed the winner's achievement as insignificant, but it was clear his comments were just sour grapes.","'انگور کھٹے ہیں' means 'sour grapes'. Given the above knowledge translate the following sentence to Urdu: 'After losing the race, he dismissed the winner's achievement as insignificant, but it was clear his comments were just sour grapes.'",ریس ہارنے کے بعد، اس نے جیتنے والے کی کامیابی کو ناقابلِ توجہ قرار دیا مگر اس کے تبصرے انگور کھٹے تھے۔,دوڑ ہارنے کے بعد، اس نے فاتح کی کامیابی کو غیر اہم قرار دیا، لیکن یہ واضح تھا کہ اس کے تبصرے صرف انگور کھٹے ہیں۔,3.0,3.0,3.0,3.0
کچا تعلق,A ROPE OF SAND,draw a line in the sand,0.8010910749435425,yes,"After months of negotiation, the union decided to draw a line in the sand, refusing to accept any further cuts to employee benefits.","'کچا تعلق' means 'draw a line in the sand'. Given the above knowledge translate the following sentence to Urdu: 'After months of negotiation, the union decided to draw a line in the sand, refusing to accept any further cuts to employee benefits.'",مذاکرات کے مہینوں بعد، یونین نے فیصلہ کیا کہ ان کو کسی اور ملازم کے فوائد میں کوئی اور کٹوتیاں قبول نہیں کرنی ہوں گی۔,مہینوں کی بات چیت کے بعد، یونین نے کچا تعلق بنا دیا اور ملازمین کی مراعات میں مزید کٹوتیوں کو قبول کرنے سے انکار کر دیا۔,1.0,1.0,1.0,1.0
کہیں کوئی کسر ضرور ہے,A SCREW IS LOOSE SOMEWHERE,have a screw loose,0.8991914391517639,yes,I think John must have a screw loose if he believes he can finish that massive project in just one day.,'کہیں کوئی کسر ضرور ہے' means 'have a screw loose'. Given the above knowledge translate the following sentence to Urdu: 'I think John must have a screw loose if he believes he can finish that massive project in just one day.',میرے خیال میں جان کوئی کسر ضرور ہے اگر وہ یقین کرتا ہے کہ وہ وہ بڑے منصوبے کو صرف ایک دن میں ختم کر سکتا ہے۔,مجھے لگتا ہے کہ جان کا کہیں کوئی کسر ضرور ہے اگر وہ سمجھتا ہے کہ وہ اس بڑے پروجیکٹ کو صرف ایک دن میں ختم کر سکتا ہے۔,2.0,2.0,1.0,2.0
بے محل و بے موقع,A SQUARE PEG IN A ROUND HOLE,square peg in a round hole,0.9850525856018066,yes,"No matter how hard he tried, John felt like a square peg in a round hole at his new job in finance.","'بے محل و بے موقع' means 'square peg in a round hole'. Given the above knowledge translate the following sentence to Urdu: 'No matter how hard he tried, John felt like a square peg in a round hole at his new job in finance.'",جون نے جتنی کوشش کی ، وہ محاسبے میں اپنی نئی نوکری پر بے محل و بے موقع محسوس کرتا تھا۔,چاہے جتنا بھی زور لگا لے، جان کو اپنے مالیاتی نوکری میں بے محل و بے موقع محسوس ہوتا تھا۔,3.0,3.0,2.0,2.0
وقت پر ایک ٹانکا نو کا کام کر دیتا ہے,A STITCH IN TIME SAVES NINE,a stitch in time saves nine,0.9999997615814208,yes,"By fixing the small leak in the roof now, remember that a stitch in time saves nine.","'وقت پر ایک ٹانکا نو کا کام کر دیتا ہے' means 'a stitch in time saves nine'. Given the above knowledge translate the following sentence to Urdu: 'By fixing the small leak in the roof now, remember that a stitch in time saves nine.'",ابھی چھت میں چھوٹی سی چھید کو ٹھیک کر کے یاد رکھیں کہ وقت پر ایک ٹانکا نو کا کام کر دیتا ہے۔,اب چھت میں چھوٹے سوراخ کو ٹھیک کرکے یاد رکھیں کہ وقت پر ایک ٹانکا نو کا کام کر دیتا ہے۔,3.0,3.0,3.0,3.0
بغل میں چھری مُنہ میں رام رام,A WOLF IN LAMB'S CLOTHING,a wolf in sheep's clothing,0.9773615598678588,yes,"Be careful when dealing with him; he may seem friendly, but he's a wolf in sheep's clothing.","'بغل میں چھری مُنہ میں رام رام' means 'a wolf in sheep's clothing'. Given the above knowledge translate the following sentence to Urdu: 'Be careful when dealing with him; he may seem friendly, but he's a wolf in sheep's clothing.'",اُس کے ساتھ سلوک کرتے وقت خیال رکھیں؛ وہ دوستانہ محسوس ہوسکتا ہے، مگر اصل میں وہ بغل میں چھری ہے۔,اُس سے معاملہ کرتے وقت محتاط رہیں؛ وہ دوستانہ نظر آ سکتا ہے، لیکن وہ بغل میں چھری مُنہ میں رام رام ہے۔,2.0,2.0,1.0,3.0
فرشتہ کے روپ میں بھیڑیا,A WOLF IN THE GARB OF A LAMB,a wolf in sheep's clothing,0.9298622608184814,yes,"Despite his charming demeanor, he was a wolf in sheep's clothing, manipulating everyone around him for his own gain.","'فرشتہ کے روپ میں بھیڑیا' means 'a wolf in sheep's clothing'. Given the above knowledge translate the following sentence to Urdu: 'Despite his charming demeanor, he was a wolf in sheep's clothing, manipulating everyone around him for his own gain.'",ان کے دلکش انداز پر بھی، وہ فرشتہ کے روپ میں بھیڑیا تھا، اپنے مفاد کے لئے ہر شخص کو متاثر کر رہا تھا۔,اُس کے دلکش رویے کے باوجود، وہ فرشتہ کے روپ میں بھیڑیا تھا، جو اپنے فائدے کے لیے سب کو دھوکا دے رہا تھا۔,2.0,3.0,1.0,3.0
عورت کا کام کبھی ختم نہیں ہوتا,A WOMAN'S WORK IS NEVER DONE,a woman's work is never done,1.0,yes,"Even after a long day at the office, she found herself cooking dinner, helping with homework, and doing laundry, proving once again that a woman's work is never done.","'عورت کا کام کبھی ختم نہیں ہوتا' means 'a woman's work is never done'. Given the above knowledge translate the following sentence to Urdu: 'Even after a long day at the office, she found herself cooking dinner, helping with homework, and doing laundry, proving once again that a woman's work is never done.'",دفتر میں لمبی مشغول دن کے بعد بھی، اس نے خود کو رات کا کھانا بناتے ہوئے، ہوم ورک میں مدد کرتے ہوئے، اور کپڑے دھوتے ہوئے پایا، ایک بار پھر ثابت کیا کہ عورت کا کام کبھی ختم نہیں ہوتا۔,دفتر میں طویل دن کے بعد بھی، اس نے خود کو رات کا کھانا پکاتے، ہوم ورک میں مدد کرتے، اور کپڑے دھوتے پایا، جو پھر سے ثابت کرتا ہے کہ عورت کا کام کبھی ختم نہیں ہوتا۔,3.0,3.0,3.0,3.0
اصلیت کو افعال ہی ظاہر کر سکتے ہیں,ACTIONS SPEAKS LOUDER THAN WORDS,actions speak louder than words,0.9914823770523072,yes,"Despite his apologies, she knew that actions speak louder than words and waited to see if he would truly change.","'اصلیت کو افعال ہی ظاہر کر سکتے ہیں' means 'actions speak louder than words'. Given the above knowledge translate the following sentence to Urdu: 'Despite his apologies, she knew that actions speak louder than words and waited to see if he would truly change.'",اس کے معذرتوں کے باوجود، اسے معلوم تھا کہ اصلیت کو افعال ہی ظاہر کرتے ہیں اور وہ انتظار کر رہی تھی کہ وہ واقعی تبدیل ہوگا۔,معافیوں کے باوجود، وہ جانتی تھی کہ اصلیت کو افعال ہی ظاہر کر سکتے ہیں اور دیکھنے کے لیے انتظار کرتی رہی کہ آیا وہ واقعی بدل جائے گا۔,3.0,2.0,2.0,1.0
