Idiomatic_Sent,Original_Idiom,Original_Meaning,Translation_Instruction,Mandarin_Sentence_3.5,Mandarin_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
It hurts to know that someone that I trusted so much has turned out to be deceitful to the core .,to the core,completely; deeply; to the very essence or center of something,Translate this sentence to Chinese: 'It hurts to know that someone that I trusted so much has turned out to be deceitful to the core .',知道一个我非常信任的人原来是如此狡诈，真让人心痛。,知道我曾经如此信任的人竟然如此欺骗我，真是令人心痛。,3,3.0,3,3
The beauty of the Swedish princess takes people 's breath away .,take breath away,to be amazed or in awe of something,Translate this sentence to Chinese: 'The beauty of the Swedish princess takes people 's breath away .',瑞典公主的美丽让人们惊叹不已。,瑞典公主的美貌令人屏息。,3,3.0,3,3
"I am afraid if I accept that offer , I might end up with a pig in a poke .",pig in a poke,to buy or accept something without knowing its true nature or value,"Translate this sentence to Chinese: 'I am afraid if I accept that offer , I might end up with a pig in a poke .'",我担心如果我接受那个提议，最后可能掉入陷阱。,我担心如果我接受那个提议，我可能会买到一只装在袋子里的猪。,2,1.0,2,1
That was a real tough work but together we made it now .,made it,achieve success or reach a goal,Translate this sentence to Chinese: 'That was a real tough work but together we made it now .',那是一项非常艰难的工作，但我们现在成功了。,那真是一个艰难的工作，但我们现在一起完成了。,3,3.0,1,1
"If you do n't play devil 's advocate to test your own ideas , you will never know if they stand up to scrutiny .",devil's advocate,"someone who takes a position for the sake of argument, without necessarily believing in or supporting that position","Translate this sentence to Chinese: 'If you do n't play devil 's advocate to test your own ideas , you will never know if they stand up to scrutiny .'",如果你不扮演恶魔的代言人来测试自己的想法，你永远不会知道它们是否经得起审查。,如果你不扮演魔鬼代言人来测试自己的想法，你永远不会知道它们是否经得起推敲。,3,3.0,2,3
More than seventy per cent of the work is in the can .,in the can,completed or finished,Translate this sentence to Chinese: 'More than seventy per cent of the work is in the can .',超过七成的工作已经完成。,百分之七十以上的工作已经完成了。,3,3.0,1,1
He can never put his family on the back burner for his career .,on the back burner,"to be put aside or delayed, often in favor of more urgent or important matters",Translate this sentence to Chinese: 'He can never put his family on the back burner for his career .',他永远不能将他的家庭放在事业的次要位置。,他永远不会为了自己的事业而忽视家人。,3,3.0,3,3
It is no easy feat being next to kin to a wealthy man .,next of kin,closest living relative,Translate this sentence to Chinese: 'It is no easy feat being next to kin to a wealthy man .',成为富人的亲属并不容易。,紧邻富人并非易事。,3,1.0,1,1
The fact that Peter did not go to medical school is a bone of contention between him and his father .,bone of contention,a subject or issue that causes disagreement or conflict,Translate this sentence to Chinese: 'The fact that Peter did not go to medical school is a bone of contention between him and his father .',彼特没有去医学院这个事实是他和父亲之间争执的焦点。,彼得没有去医学院这件事是他和父亲之间的争论焦点。,3,3.0,3,3
Our schools need to catch up to modern education techniques .,catch up,to reach or achieve the same level or position as someone or something that was previously ahead; to meet with someone to get updated or to socialize,Translate this sentence to Chinese: 'Our schools need to catch up to modern education techniques .',我们的学校需要跟上现代教育技术。,我们的学校需要赶上现代教育技术。,3,3.0,3,3
"Good grief ! You are not going to the supermarket like that , are you ? Do n't tell me that you are . '",good grief,"exclamation used to express surprise, frustration, or disbelief","Translate this sentence to Chinese: 'Good grief ! You are not going to the supermarket like that , are you ? Do n't tell me that you are . ''",天啊！你不可能那样去超市，是吧？不要告诉我你是。,天啊！你不会就这样去超市吧？别告诉我你真的要这样去。,3,3.0,3,3
Amanda decided to skate on thin ice by quitting her day job to pursue her passion of wildlife photography .,skating on thin ice,taking a risky or dangerous course of action; pushing the limits or boundaries,Translate this sentence to Chinese: 'Amanda decided to skate on thin ice by quitting her day job to pursue her passion of wildlife photography .',阿曼达决定冒险，辞去日常工作，追求她对野生动物摄影的热情。,阿曼达决定冒险辞去她的日常工作，去追求她对野生动物摄影的热情。,3,3.0,3,3
"A dramatic volte face is all that this play needed , now it is perfect !",volte face,"a sudden and complete change in opinion, behavior, or attitude","Translate this sentence to Chinese: 'A dramatic volte face is all that this play needed , now it is perfect !'",一场戏剧性的转变就是这出戏所需要的，现在完美无缺！,这部戏剧只需要一个戏剧性的突然转变，现在它完美了！,3,3.0,3,3
Our drive to drain the swamp has been successful in reducing bribery and graft .,drain the swamp,"to eliminate corruption or inefficiency, usually in a political context",Translate this sentence to Chinese: 'Our drive to drain the swamp has been successful in reducing bribery and graft .',我们清除沼泽的努力成功地减少了贿赂和腐败。,我们清除腐败的努力已经成功减少了贿赂和贪污。,2,3.0,2,1
"After having being left at the altar for the second time , he decided never to think about marriage again .",leave at the altar,to cancel or break off a planned wedding or commitment at the last minute,"Translate this sentence to Chinese: 'After having being left at the altar for the second time , he decided never to think about marriage again .'",在第二次被放鸽子之后，他决定再也不考虑结婚了。,在第二次被放鸽子后，他决定再也不考虑结婚的事了。,2,3.0,1,1
