Idiomatic_Sent,Original_Idiom,Original_Meaning,high_similarity_chinese_idioms,Chinese_Idiom,Translation_Instruction,Mandarin_Sentence_3.5,Mandarin_Sentence_4o,Evaluation_KB_4,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
You shall plan from now because after you retire you 'll have nothing much to do & will feel dissatisfied and So keep yourself consumed in something that is of value & shall keep you occupied during the vale of years .,vale of years,an old age; the later years of a person's life,古稀之年 (0.73),古稀之年,"'vale of years' means '古稀之年'. Given the above knowledge, translate this sentence to Chinese: 'You shall plan from now because after you retire you 'll have nothing much to do & will feel dissatisfied and So keep yourself consumed in something that is of value & shall keep you occupied during the vale of years .'.",你应该从现在开始规划，因为退休后你将没有太多事情可做，会感到不满，所以让自己投入到有价值的事情中，并在古稀之年保持自己忙碌。,你应该从现在开始计划，因为退休后你会无事可做并感到不满，所以要让自己投入一些有价值的事情，这样在古稀之年就能保持忙碌。,,3.0,3,2,2
His first public show as a musician went down like a lead balloon .,go down like a lead balloon,"to be poorly received or unsuccessful, typically due to being unpopular or uninteresting",,,"go down like a lead balloon' means 'to be poorly received or unsuccessful, typically due to being unpopular or uninteresting'. Given the above knowledge, translate this sentence to Chinese: 'His first public show as a musician went down like a lead balloon .'.",他作为音乐家的首次公开表演遭到了冷遇。,他作为音乐家的第一次公开演出像铅气球一样沉没了。,,3.0,2,2,1
This moment which has come to pass shall remain the most memorable for me in my life time .,come to pass,to happen or occur,,,"come to pass' means 'to happen or occur'. Given the above knowledge, translate this sentence to Chinese: 'This moment which has come to pass shall remain the most memorable for me in my life time .'.",这一刻已经发生的事情将会在我一生中保持最令人难忘。,这个已经发生的时刻将成为我一生中最难忘的时刻。,,3.0,3,1,3
He was toiling hard in the hot sun when a good Samaritan came along and offered him a bottle of water .,good Samaritan,"someone who helps others, especially strangers, without expecting anything in return",,,"good Samaritan' means 'someone who helps others, especially strangers, without expecting anything in return'. Given the above knowledge, translate this sentence to Chinese: 'He was toiling hard in the hot sun when a good Samaritan came along and offered him a bottle of water .'.",他正在烈日下辛苦劳作，一个好心人走过来，给了他一瓶水。,他在烈日下辛苦劳动时，一位好心人走过来递给他一瓶水。,,3.0,3,3,3
Could we possibly get a head start on planning mom 's birthday party ?,head start,an advantage or lead in a competition or situation; a head start allows one to begin before others and therefore have a better chance of success,,,"head start' means 'an advantage or lead in a competition or situation; a head start allows one to begin before others and therefore have a better chance of success'. Given the above knowledge, translate this sentence to Chinese: 'Could we possibly get a head start on planning mom 's birthday party ?'.",我们可能提前开始策划妈妈的生日派对吗？,我们能不能提前开始策划妈妈的生日派对？,,3.0,3,3,3
Janet quitting her job because her ex started working there is a classic example of throwing out the baby with the bathwater .,throw the baby out with the bathwater,to get rid of something valuable or important while trying to eliminate something undesirable,"赶尽杀绝 (0.74), 黄钟毁弃 (0.78)",黄钟毁弃,"'throw the baby out with the bathwater' means '黄钟毁弃'. Given the above knowledge, translate this sentence to Chinese: 'Janet quitting her job because her ex started working there is a classic example of throwing out the baby with the bathwater .'.",珍妮特因为她前任开始在那里工作而辞职，是一个经典的黄钟毁弃的例子。,珍妮因为她的前任开始在那里工作而辞职，这是黄钟毁弃的典型例子。,,2.0,1,1,1
He lost his sight in an accident and is as blind as a bat .,blind as a bat,having extremely poor or no vision,目光如豆 (0.74),目光如豆,"'blind as a bat' means '目光如豆'. Given the above knowledge, translate this sentence to Chinese: 'He lost his sight in an accident and is as blind as a bat .'.",他在一次事故中失去了视力，现在目光如豆。,他在事故中失明了，目光如豆。,,2.0,2,1,1
Their decade long marriage was on the rocks because of one act of indiscretion by him .,on the rocks,in a state of difficulty or trouble; experiencing problems or challenges,"作茧自缚 (0.73), 内外交困 (0.72), 大风大浪 (0.77), 捉襟见肘 (0.74), 步履维艰 (0.71), 水深火热 (0.70), 疑难杂症 (0.80), 心腹之疾 (0.70), 荆棘丛生 (0.76), 爬山越岭 (0.72), 荆天棘地 (0.71)",内外交困,"'on the rocks' means '内外交困'. Given the above knowledge, translate this sentence to Chinese: 'Their decade long marriage was on the rocks because of one act of indiscretion by him .'.",因为他一次轻率的行为，他们长达十年的婚姻陷入了内外交困。,他们长达十年的婚姻因为他的一次不检点行为而内外交困。,,2.0,3,2,2
John is known for running from pillar to post any time he finds himself in an unpleasant situation .,from pillar to post,to be constantly moving or shifting from one place or situation to another without making any progress,"颠来倒去 (0.70), 变动不居 (0.73)",颠来倒去,"'from pillar to post' means '颠来倒去'. Given the above knowledge, translate this sentence to Chinese: 'John is known for running from pillar to post any time he finds himself in an unpleasant situation .'.",约翰以在遇到不愉快的情况时颠来倒去而闻名。,约翰一遇到不愉快的情况就会颠来倒去。,,3.0,3,2,2
The battle between the two factions of the city 's leading sport club came to a head today .,come to a head,to reach a crisis point or to reach a point where a situation becomes very serious and intense,"坐困愁城 (0.70), 捉襟见肘 (0.72), 千钧一发 (0.71), 水火之中 (0.73)",千钧一发,"'come to a head' means '千钧一发'. Given the above knowledge, translate this sentence to Chinese: 'The battle between the two factions of the city 's leading sport club came to a head today .'.",今天，城市领先体育俱乐部的两派之间的战斗千钧一发。,今天，这个城市领先体育俱乐部的两个派系之间的战斗千钧一发。,,3.0,3,1,1
He thinks he is a famous designer just because he uses buzz words when he is giving interviews .,buzz word,"a trendy or popular term or phrase that is used frequently, especially in a particular field or industry",,,"buzz word' means 'a trendy or popular term or phrase that is used frequently, especially in a particular field or industry'. Given the above knowledge, translate this sentence to Chinese: 'He thinks he is a famous designer just because he uses buzz words when he is giving interviews .'.",他认为自己是一位著名的设计师，只是因为他在采访时经常使用时髦词汇。,他以为自己是个著名的设计师，只是因为他在接受采访时使用流行词汇。,,3.0,3,3,1
The reason I failed my project is because my partner had her head in the clouds the whole time .,head in the clouds,to be daydreaming or not paying attention to reality,白日作梦 (0.77),白日作梦,"'head in the clouds' means '白日作梦'. Given the above knowledge, translate this sentence to Chinese: 'The reason I failed my project is because my partner had her head in the clouds the whole time .'.",我失败项目的原因是因为我的搭档整个时间都在白日作梦。,我项目失败的原因是我的搭档一直在白日作梦。,,3.0,3,2,2
"Since early fifties , the trade fair has been a major showcase for the avant-grade .",avant-garde,ahead of current trends or styles; innovative or experimental,,,"avant-garde' means 'ahead of current trends or styles; innovative or experimental'. Given the above knowledge, translate this sentence to Chinese: 'Since early fifties , the trade fair has been a major showcase for the avant-grade .'.",自五十年代初起，该贸易博览会一直是前卫设计的主要展示平台。,自五十年代初以来，这个贸易展览会一直是展示前卫风格的重要平台。,,3.0,3,3,3
