Idiomatic_Sent,Original_Idiom,en_meaning,high_similarity_english_idioms,Most_Relevant_English_Idiom,translation_instruction,English_Sentence_3.5,English_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,"3,5_Evaluation_4o",4o_Evaluation_4o
你看他那大发雷霆的模样，脸红脖子粗，吼到嗓子都哑了。,大发雷霆,"to become extremely angry, to fly into a rage","blow a fuse (0.81), blow a gasket (0.83), blow your top (0.89), fly off the handle (0.73), foam at the mouth (0.78), go ape shit (0.75), go ballistic (0.78), go spare (0.83), go through the roof (0.84), going nuts (0.76), have a cow (0.80), hit _ ceiling (0.83), hit _ roof (0.83), hit the ceiling (0.87), hit the roof (0.80), hot under the collar (0.75), lose _ head (0.75), make your blood boil (0.75), peed off (0.77), see red (0.88), spit blood (0.83), spit the dummy (0.75), throw a wobbly (0.79)",blow a fuse,'大发雷霆' means 'blow a fuse'. Given the above knowledge translate this sentence to English: 你看他那大发雷霆的模样，脸红脖子粗，吼到嗓子都哑了。.,"You see his explosive appearance, face red, neck thick, yelling until his throat is hoarse.","Look at him blowing a fuse, his face red and neck bulging, yelling until his voice is hoarse.",2,3,1.0,3
然而，夜郎自大，螳臂当车，终究不得善果……,夜郎自大,having an arrogant and self-conceited attitude without realizing one's own limitations,,,'夜郎自大' means 'having an arrogant and self-conceited attitude without realizing one's own limitations'. Given the above knowledge translate this sentence to English: 然而，夜郎自大，螳臂当车，终究不得善果…….,"However, being arrogant and self-conceited like the ancient Yelang people, trying to stop a speeding chariot with one's arms, will ultimately not lead to a good outcome...","However, being arrogant and self-conceited like Yelang, and attempting the impossible like a mantis trying to stop a chariot, will ultimately lead to no good outcome...",3,3,2.0,3
她说，阿倾，富贵荣华人人趋之如骛，大权在握让人不惜代价不择手段，你要敌败众人，必须比他们更加不择手段！ #西西东东#,富贵荣华,"wealth and glory, living a luxurious and honored life",,,"'富贵荣华' means 'wealth and glory, living a luxurious and honored life'. Given the above knowledge translate this sentence to English: 她说，阿倾，富贵荣华人人趋之如骛，大权在握让人不惜代价不择手段，你要敌败众人，必须比他们更加不择手段！ #西西东东#.","She said, Ah Qing, everyone pursues wealth and glory, living a luxurious and honored life. Holding great power makes people willing to sacrifice at any cost, resorting to any means necessary. If you want to defeat the crowd, you must be even more ruthless than them! #WestEast#","She said, Ah Qing, everyone yearns for wealth and glory, and people will stop at nothing for power; to defeat your opponents, you must be even more ruthless than they are! #XixiDongdong.",3,3,2.0,2
不要看他一副玩世不恭的样子，其实他在幽默谈笑间，往往就能折冲尊俎，和人化敌为友。,玩世不恭,being cynical or disrespectful towards the world and its conventions,,,'玩世不恭' means 'being cynical or disrespectful towards the world and its conventions'. Given the above knowledge translate this sentence to English: 不要看他一副玩世不恭的样子，其实他在幽默谈笑间，往往就能折冲尊俎，和人化敌为友。.,"Don't be fooled by his cynical appearance, in reality, he is able to win over others with his humorous banter and charm, often turning enemies into friends.","Don't be fooled by his cynical demeanor; in reality, he often defuses conflicts and turns enemies into friends through his humor and casual conversations.",3,3,3.0,3
想必总督大人也知道了，近来帝都正在清查里通外国的奸细，支持的正是云济大人。,里通外国,colluding with foreign countries,,,'里通外国' means 'colluding with foreign countries'. Given the above knowledge translate this sentence to English: 想必总督大人也知道了，近来帝都正在清查里通外国的奸细，支持的正是云济大人。.,"I'm sure the governor already knows that the capital is currently investigating spies colluding with foreign countries, with support from Lord Yunji.","Presumably, Your Excellency must also be aware that the imperial capital has recently been investigating spies colluding with foreign countries, and the one supporting this is Lord Yun Ji.",3,3,3.0,3
小林刚来这里，人地生疏，形单影只，大家应当主动关心他。,人地生疏,become unfamiliar with people and places,,,'人地生疏' means 'become unfamiliar with people and places'. Given the above knowledge translate this sentence to English: 小林刚来这里，人地生疏，形单影只，大家应当主动关心他。.,"Lin just arrived here, feeling unfamiliar with people and places, feeling lonely, we should take the initiative to care for him.","Xiao Lin has just come here, he is unfamiliar with the people and the place, and he is all alone. Everyone should take the initiative to care about him.",2,3,1.0,2
面对孔的暴行，温布省人民揭竿而起。,揭竿而起,to rise up in resistance or rebellion,,,'揭竿而起' means 'to rise up in resistance or rebellion'. Given the above knowledge translate this sentence to English: 面对孔的暴行，温布省人民揭竿而起。.,"Faced with Kong's tyranny, the people of Wembu Province rose up in rebellion.","Faced with Kong's atrocities, the people of Wenbu Province rose up in rebellion.",3,3,3.0,3
通过对不同镜头的功能了解以及对一些构图基本原理的掌握，在你的作品中提高影像的力量是可以指日可待的。,指日可待,"something that is expected to happen very soon, in a matter of days","before one can say Jack Robinson (0.76), in the offing (0.77), matter of time (0.75), on the horizon (0.76), right around the corner (0.74)",before one can say Jack Robinson,'指日可待' means 'before one can say Jack Robinson'. Given the above knowledge translate this sentence to English: 通过对不同镜头的功能了解以及对一些构图基本原理的掌握，在你的作品中提高影像的力量是可以指日可待的。.,It is just a matter of time before you can enhance the power of images in your work by understanding the functions of different lenses and mastering some basic composition principles.,"By understanding the functions of different lenses and mastering some basic principles of composition, enhancing the power of images in your work is achievable before one can say Jack Robinson.",3,3,3.0,1
在这场言辞论战的一个多月后，意大利的旷日持久的政治危机已经到了像一场玩具士兵在打仗，士兵高高举着剑，呼喊之声震天动地，但是他们就是不动手。,旷日持久,prolonged and time-consuming; lasting for a long time,"at a stretch (0.77), in a coon's age (0.78)",at a stretch,'旷日持久' means 'at a stretch'. Given the above knowledge translate this sentence to English: 在这场言辞论战的一个多月后，意大利的旷日持久的政治危机已经到了像一场玩具士兵在打仗，士兵高高举着剑，呼喊之声震天动地，但是他们就是不动手。.,"After more than a month of verbal battles, Italy's protracted political crisis has reached a standstill, like toy soldiers in a war, holding their swords high and shouting loudly, but refusing to act.","After more than a month of verbal battles, Italy's prolonged political crisis has reached a state where it resembles a war of toy soldiers, with soldiers holding their swords high and shouting thunderously, yet not taking any action.",2,3,2.0,2
“正衣冠”光靠自己不行，还需要虚心听取官兵意见，自觉接受官兵监督，从而防微杜渐，避免“积羽沉舟，群轻折轴”，始终保持共产党人的纯洁性和先进性。,防微杜渐,Take precautions and prevent problems before they become serious,"better safe than sorry (0.75), lock the stable door after the horse has bolted (0.74)",better safe than sorry,'防微杜渐' means 'better safe than sorry'. Given the above knowledge translate this sentence to English: “正衣冠”光靠自己不行，还需要虚心听取官兵意见，自觉接受官兵监督，从而防微杜渐，避免“积羽沉舟，群轻折轴”，始终保持共产党人的纯洁性和先进性。.,"""Just relying on oneself is not enough in order to maintain propriety, it is also necessary to humbly listen to the opinions of officials and soldiers, willingly accept their supervision, so as to be better safe than sorry and avoid sinking into extravagance and loss, always maintaining the purity and advanced nature of a Communist.""","""Merely dressing properly oneself is not enough; it is also necessary to humbly listen to the opinions of officers and soldiers, consciously accept their supervision, thereby nipping problems in the bud to avoid 'accumulating feathers sinking the boat, many small things breaking the axle,' and to always maintain the purity and advancement of the Communist Party members.""",2,2,1.0,2
