Idiomatic_Sent,Original_Idiom,en_meaning,translation_instruction,English_Sentence_3.5,English_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
他是那种当面胁肩谄笑.背地里造谣中伤的人.,胁肩谄笑,to flatter and fawn over someone in order to gain their favor,Translate this sentence to English: '他是那种当面胁肩谄笑.背地里造谣中伤的人.',"He is the kind of person who flatters and smiles to your face, but spreads rumors and slanders behind your back.","""He is the kind of person who fawns and flatters to your face but spreads rumors and slanders you behind your back.""",3,3,3,3
福祸全在自己一念之间，一念则苍生受益，一念则生灵涂炭。一念之差可以斗转星云，改天换地。一念之差也可以是魔是佛。 #西子情#,生灵涂炭,a state of great suffering or distress,Translate this sentence to English: '福祸全在自己一念之间，一念则苍生受益，一念则生灵涂炭。一念之差可以斗转星云，改天换地。一念之差也可以是魔是佛。 #西子情#',"""Fortune and misfortune all lie within one's own thoughts, with one thought benefiting all beings, and another thought causing suffering. A slight difference in thoughts can change the course of destiny, turning the heavens and earth. A slight difference in thoughts can also be the difference between good and evil. #XiziFeelings#""","Blessing or disaster lies entirely in a single thought; one thought can benefit all living beings, another can bring devastation. A single thought can shift the stars and change the world. A single thought can make one a demon or a Buddha. #XiziQing#",3,3,2,3
原来小犬忠八是想把秦独武困在幻境中，攻其不备，一招杀敌。,攻其不备,attack someone when they are unprepared,Translate this sentence to English: '原来小犬忠八是想把秦独武困在幻境中，攻其不备，一招杀敌。',"It turns out that Xiaogou Zhongba wanted to trap Qinduwu in a fantasy world, catch him off guard, and kill the enemy with one move.","""It turns out that Kenta Chūhachi wanted to trap Qin Duwu in an illusion, attack him by surprise, and kill him with a single move.""",3,3,2,3
无论苦辣酸甜，让微笑相伴！无论咫尺天涯，让祝福溢满！无论海枯石烂，让真爱永远！亲爱的，生生世世，爱你的心永不变！,咫尺天涯,being far apart despite being close; a vast distance despite being just a stone's throw away,Translate this sentence to English: '无论苦辣酸甜，让微笑相伴！无论咫尺天涯，让祝福溢满！无论海枯石烂，让真爱永远！亲爱的，生生世世，爱你的心永不变！',"No matter the bitterness or sweetness, let smiles accompany you! No matter the distance, let blessings overflow! No matter the changes of the world, let true love last forever! My dear, for eternity, my love for you will never change!","""Through bitterness, spiciness, sourness, and sweetness, let smiles accompany us! Regardless of distance, let blessings overflow! No matter if the seas dry up and rocks crumble, let true love last forever! My dear, for every lifetime, my love for you will never change!""",3,3,2,3
你在事业上碰到挫折，有打退堂鼓的动机时，你应该加以留意，这是最危险的时候！,打退堂鼓,to give up or abandon something halfway,Translate this sentence to English: '你在事业上碰到挫折，有打退堂鼓的动机时，你应该加以留意，这是最危险的时候！',"When you encounter setbacks in your career and feel like giving up, you should pay attention, as this is the most dangerous time!","When you encounter setbacks in your career and feel the urge to retreat, you should be cautious, as this is the most dangerous moment!",3,3,3,2
一次考试名落孙山有什么关系？我要急起直追，下次非金榜题名不可。,急起直追,quickly chasing after someone or something,Translate this sentence to English: '一次考试名落孙山有什么关系？我要急起直追，下次非金榜题名不可。',What does it matter if I failed the exam once? I will strive to excel and must make the next exam list.,"""What's the big deal if I didn't pass this exam? I will work even harder and definitely make it to the top of the list next time.""",2,2,1,2
当然，忠言逆耳，蒋先生完全听不进去，雷震反而被关进了监狱。,忠言逆耳,"unpleasant or unwelcome advice or criticism that is difficult to accept, but ultimately necessary",Translate this sentence to English: '当然，忠言逆耳，蒋先生完全听不进去，雷震反而被关进了监狱。',"Of course, Mr. Jiang completely refused to listen to the well-intentioned advice, and instead, Lei Zhen ended up being imprisoned.","Of course, honest advice is hard to accept; Mr. Jiang completely ignored it, and Lei Zhen was instead sent to prison.",3,3,2,3
我们主张把问题摆到桌面上寻求解决的办法，不要搞假象来粉饰太平。,粉饰太平,to cover up problems and present a false sense of peace or harmony,Translate this sentence to English: '我们主张把问题摆到桌面上寻求解决的办法，不要搞假象来粉饰太平。',"We advocate addressing problems head-on and seeking solutions, rather than resorting to pretense to cover up the truth.","We advocate putting the issues on the table to seek solutions, rather than creating illusions to cover up problems.",3,3,3,3
诸葛亮初出茅庐蜀汉立下了汗马功劳，来刘备蜀国托付给了.毕竟独木难支.诸葛亮死，蜀汉还灭亡了.,独木难支,"hard to support alone, needing others' help",Translate this sentence to English: '诸葛亮初出茅庐蜀汉立下了汗马功劳，来刘备蜀国托付给了.毕竟独木难支.诸葛亮死，蜀汉还灭亡了.',"Zhuge Liang rose to prominence and made significant contributions to the Shu Han dynasty after emerging from obscurity, ultimately entrusting the kingdom to Liu Bei as he recognized the difficulty of sustaining it alone. Following Zhuge Liang's death, the Shu Han dynasty eventually fell.","""When Zhuge Liang first emerged from his humble abode, he made significant contributions to the Shu Han; Liu Bei entrusted the Shu kingdom to him. After all, a single tree cannot prop up a whole building. After Zhuge Liang's death, the Shu Han still fell.""",3,3,2,2
每天的闹钟把你吵的怒不可遏。,怒不可遏,unable to suppress one's anger,Translate this sentence to English: '每天的闹钟把你吵的怒不可遏。',The alarm clock every day makes you furious.,"""Every day, the alarm clock makes you furious.""",2,3,1,1
仔细听着，我…我喜欢你!如果你以为那么简单就可以把我甩掉，就大错特错了…… #高桥留美子#,大错特错,completely in the wrong; making a big mistake,Translate this sentence to English: '仔细听着，我…我喜欢你!如果你以为那么简单就可以把我甩掉，就大错特错了…… #高桥留美子#',"Listen carefully, I...I like you! If you think you can just easily dump me, you are gravely mistaken... #Takahashi Rumiko#","""Listen carefully, I... I like you! If you think you can get rid of me that easily, you're completely mistaken... #RumikoTakahashi#""",3,3,3,3
