id,idiom,en_meaning,zh_meaning,ja_meaning
1063,四海之内皆兄弟,Everyone is brothers within four seas.,世界上的人都是一家人，应该团结友爱,世界中の人々は皆兄弟である
1064,四海为家,feeling at home anywhere in the world,形容一个人到任何地方都能自如地适应和生活,四海を自分の家とする
1065,回头是岸,to turn back and find the right path,指意识到错误改正过来，也比喻后悔悔改回头,過去の過ちから学び、改善すること
1066,回天乏术,Unable to find a way to reverse a seemingly desperate situation,形容已无法挽回局势或解决问题,手段や能力が尽きて、事態を好転させることができない
1067,回天之力,"to have the power to turn the tide, to reverse a seemingly hopeless situation",指在危急关头能够扭转局势的力量或手段,逆境を乗り越える力
1068,回光返照,the last burst of brightness before complete darkness,比喻人临死前的最后一次短暂的振作和活动,衰えていた勢いや活気が一時的に復活すること
1069,回心转意,change one's mind or attitude,改变原来的心意，转而支持或赞同另一种观点或行动,考え方や態度が変わり、反対の立場をとるようになる
1070,回味无穷,to savor or reminisce endlessly,无法忘怀或遗忘的美好回忆，使人久久不能忘怀,思い出が尽きない。楽しい経験や思い出を長く楽しむことができる。
1071,因地制宜,adapting measures to local conditions; making suitable arrangements according to specific circumstances,根据当地的情况，采取合适的措施,現地の条件に合わせて適切な対策を取ること。
1072,因陋就简,making do with what is available; simplifying things due to limited resources or conditions,因为条件有限，就去追求简单而可接受的方式或事物,手持ちの資源や条件に合わせて簡素な方法や手段を選び取る
1073,因小失大,losing something big because of being overly focused on minor details,因为小事而失去更大的利益，形容人因为小失误而造成严重后果,小さな利益を得るために大きな損失を被る
1074,因循守旧,"adhering to old ways and customs, being resistant to change or innovation",固守旧的事物、观念、作风，不求改进,古い習慣や考え方に執着し、新しいものを積極的に取り入れないこと
1075,因循自误,Getting stuck in a cycle of self-deception and making mistakes due to following old habits,因为一味追求习惯，墨守成规而导致错误,自分の過ちや間違いを続けてしまい、改善せずにそのまま問題を放置する
1076,因势利导,making use of the situation to one's advantage,根据形势变化和利益选择正确的方向或方法,状況や環境に応じて適切な行動や方針を選び、利益を最大化する
1077,因时制宜,adapt one's measures to the prevailing circumstances; also means adjusting one's actions according to the specific situation or timing,根据不同的情况和时机来做事情，采取适当的方法和策略,時に応じた適切な対処をする
1078,因人成事,accomplishing tasks through interpersonal relationships and connections,依靠某个人来完成某件事情,他人に頼ることで仕事を成し遂げる
1079,因人设事,tailoring the facts to suit one's interests,根据个人的喜好或利益来安排事情的顺序或方式,他人に振り回される
1080,因材施教,teaching according to individual aptitude,根据学生的不同才能、兴趣和特点，采取适合的教育方法和手段来教育,各々の能力や特性に合わせて教えること
1081,因噎废食,to avoid doing something beneficial or necessary because of a previous bad experience,因为被噎住而停止进食,一度困難な状況を経験したために、それに対する恐怖心から似たようなことをすることを避けてしまうこと。
1082,困惑不解,Confused and puzzled; unable to understand,不了解，感到困惑和迷惘,困惑し、わからないことがある
1083,困兽犹斗,"Even when cornered and in a desperate situation, one will continue to fight back.",比喻处境极其困难，但仍然奋力斗争,絶体絶命の状況でも最後まで頑張る
1084,囤积居奇,hoarding goods and selling them at exorbitant prices,形容以囤积物品谋取暴利,不正当な手段で物資や財産を買い占め、高値で転売すること
1085,囫囵吞枣,to swallow something whole without understanding it; to accept something without question,形容读书不求甚解，一下子全部接受，不加分析地全盘接受,何も考えずにあっという間に何かを飲み込む
1086,固执己见,holding onto one's own views stubbornly,坚持自己的意见，不肯接受别人的意见,自分の意見を固持すること。他の意見を受け入れないこと。
1087,固若金汤,"as firm as a rock, unshakable",形容墙壁坚固，比喻防御非常严密或固守原地不动摇的局面,堅固で貴重なものに守られている
1088,国计民生,the nation's welfare and the people's livelihood,国家的经济和人民的生活,国家の計画と国民の生活
1089,围城打援,being trapped inside a city while reinforcements arrive from the outside,形容坐在被围困的城里，却出去攻打援救他的人，比喻行动矛盾，不符合常理,敵の中にいるとき、敵を倒すために援軍を要請する
1090,围魏救赵,"focus on the main enemy, rather than being distracted by other issues",在外部较强大的势力的围攻下，设法解救内部较弱小的势力。,囲んでいる国を攻撃して赤城の危機を救う
1091,圆凿方枘,fitting square pegs into round holes,形状圆的凿拴在方孔上，比喻两个事物或人特别合适，完全契合。,逆のことをすることや矛盾すること
1092,图穷匕见,Revealing one's true colors when in a desperate situation; revealing one's true intentions or nature when all options have been exhausted,在关键时刻，真相或本质暴露无遗,困難時に真の姿勢が明らかになる。または、困難に直面したときに限界が現れる。
1093,土崩瓦解,to completely collapse or disintegrate,形容事物分崩离析、毁灭崩溃的状况,完全に崩壊し、崩れ落ちる
1094,土豪劣绅,a wealthy and influential person with low moral character,指既没品德又有权势的恶势力人物,金持ちや権力者が徹底的に自己中心的で、傲慢で卑劣な行動をすること
